CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
23797,COMP,01112, 56,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IITo enroll in this section, contact millerju@rowan.edu.
",STAFF,MW      1100 1215 ROBSON 204 (Class),Main,,3,0,0,0,0,0,0,0,0,24
23802,COMP,01112, 57,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,MW      1230 1345 DISCOV 411 (Class),Main,,3,0,0,0,0,0,0,0,0,28
23803,COMP,01112, 58,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,MW      1400 1515 WILSON 206 (Class),Main,,3,0,0,0,0,0,0,0,0,24
23804,COMP,01112, 59,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,MW      1530 1645 ROBSON 202 (Class),Main,,3,0,0,0,0,0,0,0,0,24
23690,COMP,01112, 60,"Full Term ... 
21-JAN to 09-MAY",Evening,COLLEGE COMPOSITION II,STAFF,MW      1700 1815 VCTRIA 301 (Class),Main,,3,0,0,0,0,0,0,0,0,20
23810,COMP,01112, 61,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,TR      0800 0915 VCTRIA 301 (Class),Main,,3,0,0,0,0,0,0,0,0,20
23811,COMP,01112, 62,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,TR      0930 1045 ROBSON 323 (Class),Main,,3,0,0,0,0,0,0,0,0,30
23812,COMP,01112, 63,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,TR      1100 1215 JAMES 2104 (Class),Main,,3,0,0,0,0,0,0,0,0,30
23814,COMP,01112, 64,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,TR      1230 1345 WILSON 204 (Class),Main,,3,0,0,0,0,0,0,0,0,24
23815,COMP,01112, 65,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,TR      1400 1515 ENTPRZ 417 (Class),Main,,3,0,0,0,0,0,0,0,0,32
23816,COMP,01112, 66,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,STAFF,TR      1530 1645 ROBSON 204 (Class),Main,,3,0,0,0,0,0,0,0,0,24
23691,COMP,01112, 67,"Full Term ... 
21-JAN to 09-MAY",Evening,COLLEGE COMPOSITION II,STAFF,TR      1700 1815 WILSON 203 (Class),Main,,3,0,0,0,0,0,0,0,0,24
23644,COMP,01112, 68,"Full Term ... 
21-JAN to 09-MAY",Evening,COLLEGE COMPOSITION II,STAFF,TR      1830 1945 ROBSON 103 (Class),Main,,3,0,0,0,0,0,0,0,0,20
23583,COMP,01112, 69,"Full Term ... 
21-JAN to 09-MAY",Online,COLLEGE COMPOSITION II,"Courtney, Jennifer E",   ,Online,,3,22,0,0,0,22,0,0,0,
23584,COMP,01112, 70,"Full Term ... 
21-JAN to 09-MAY",Online,COLLEGE COMPOSITION II,"Courtney, Jennifer E",   ,Online,,3,22,0,0,0,22,0,0,0,
23586,COMP,01112, 71,"Full Term ... 
21-JAN to 09-MAY",Online,COLLEGE COMPOSITION II,"Allison, Leslie",   ,Online,,3,22,0,0,0,22,0,0,0,
23587,COMP,01112, 72,"Full Term ... 
21-JAN to 09-MAY",Online,COLLEGE COMPOSITION II,"Brown, Katherine Suzanne",   ,Online,,3,22,0,0,0,22,0,0,0,
23588,COMP,01112, 73,"Full Term ... 
21-JAN to 09-MAY",Online,COLLEGE COMPOSITION II,STAFF,   ,Online,,3,22,0,0,0,22,0,0,0,
23589,COMP,01112, 74,"Full Term ... 
21-JAN to 09-MAY",Online,COLLEGE COMPOSITION II,STAFF,   ,Online,,3,22,0,0,0,22,0,0,0,
23581,COMP,01112, 75,"Module Four ... 
18-MAR to 12-MAY",Online,COLLEGE COMPOSITION II,STAFF,   ,Online,,3,22,0,0,0,22,0,0,0,
23582,COMP,01112, 76,"Module Four ... 
18-MAR to 12-MAY",Online,COLLEGE COMPOSITION II,STAFF,   ,Online,,3,22,0,0,0,22,0,0,0,
23790,COMP,01112, 77,"Full Term ... 
21-JAN to 09-MAY",Day,COLLEGE COMPOSITION II,"Miller, Jude C.",   ,Main,,3,0,0,0,0,0,0,0,0,
23791,COMP,01112, 78,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IITo enroll in this section, contact millerju@rowan.edu.
","Romano, Catherine Jean","F       1100 1215 JAMES 2098 (Class)
F       1230 1345 JAMES 2098 (Class)",Main,,3,0,0,0,0,0,0,0,0,16
23793,COMP,01112, 79,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IITo enroll in this section, contact millerju@rowan.edu.
","Allison, Leslie",MW      1230 1345 JAMES 2094 (Class),Main,,3,0,0,0,0,0,0,0,0,16
23794,COMP,01112, 80,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IITo enroll in this section, contact millerju@rowan.edu.
","Miller, Jude C.",TR      1230 1345 JAMES 2098 (Class),Main,,3,0,0,0,0,0,0,0,0,16
23775,COMP,01112, 81,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIRCOB students only.
",STAFF,MW      0930 1045 JAMES 2099 (Class),Main,,3,15,0,0,0,15,0,0,0,16
23779,COMP,01112, 82,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIRCOB students only.
",STAFF,TR      1230 1345 JAMES 2099 (Class),Main,,3,15,0,0,0,15,0,0,0,16
23780,COMP,01112, 83,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIRCOB students only.
",STAFF,MW      1230 1345 JAMES 2103 (Class),Main,,3,22,0,0,0,22,0,0,0,30
23781,COMP,01112, 84,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIRCOB students only.
",STAFF,MW      1530 1645 JAMES 2099 (Class),Main,,3,15,0,0,0,15,0,0,0,16
23782,COMP,01112, 85,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIRCOB students only.
",STAFF,TR      0930 1045 JAMES 2099 (Class),Main,,3,15,0,0,0,15,0,0,0,16
23783,COMP,01112, 86,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIRCOB students only.
",STAFF,TR      1100 1215 JAMES 2099 (Class),Main,,3,15,0,0,0,15,0,0,0,16
23784,COMP,01112, 87,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIRCOB students only.
","Fera, Doreen A",TR      1230 1345 ROBSON 103 (Class),Main,,3,20,0,0,0,20,0,0,0,20
23785,COMP,01112, 88,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIRCOB students only.
","Fera, Doreen A",TR      1400 1515 ROBSON 103 (Class),Main,,3,20,0,0,0,20,0,0,0,20
23786,COMP,01112, 89,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIComputer Science majors only.
","Fisher, Michael R",MW      1100 1215 BUSN 227 (Class),Main,,3,22,0,0,0,22,0,0,0,40
23788,COMP,01112, 90,"Full Term ... 
21-JAN to 09-MAY",Day,"COLLEGE COMPOSITION IIComputer Science majors only.
","Fisher, Michael R",MW      1400 1515 JAMES 2099 (Class),Main,,3,0,0,0,0,0,0,0,0,16
23769,COMP,01112, 91,"Full Term ... 
21-JAN to 09-MAY",Day,"HONORS COLLEGE COMP II-RSEnvironmental Justice
","Rausch, Juliana Adele",MW      1100 1215 WHITNY CL-201 (Class),Main,,3,20,0,0,0,20,0,0,0,35
23770,COMP,01112, 92,"Full Term ... 
21-JAN to 09-MAY",Day,"HONORS COLLEGE COMP II-RSDisability in the Media
","Flocco, Marie H",TR      1230 1345 WHITNY CL-201 (Class),Main,,3,20,0,0,0,20,0,0,0,35
23771,COMP,01112, 93,"Full Term ... 
21-JAN to 09-MAY",Day,"HONORS COLLEGE COMP II-RSMedia Literacy
","DeRewal, Tiffany L",MW      0930 1045 WHITNY CL-202 (Class),Main,,3,20,0,0,0,20,0,0,0,35
23773,COMP,01112, 94,"Full Term ... 
21-JAN to 09-MAY",Day,"HONORS COLLEGE COMP II-RSMedia Literacy
","DeRewal, Tiffany L",TR      1400 1515 WHITNY CL-202 (Class),Main,,3,20,0,0,0,20,0,0,0,35
24545,COMP,01112, 95,"Full Term ... 
21-JAN to 09-MAY",Day,HONORS COLLEGE COMP II-RS,STAFF,MW      1230 1345 WHITNY CL-202 (Class),Main,,3,20,0,0,0,20,0,0,0,35
24533,COUN,26201,  1,"Full Term ... 
21-JAN to 09-MAY",Day,WELL-BEING  THRIVING IN ACT,"Mullens, Taylor Elese",TR      1530 1645 WINANS 111 (Class),Main,,3,15,0,0,0,15,0,0,0,36
24534,COUN,26201,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,WELL-BEING  THRIVING IN ACT,STAFF,MR      1700 1815 ROBSON 310 (Class),Main,,3,15,0,0,0,15,0,0,0,31
20886,COUN,26450,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,MNTL HLTH AWARE/EMOT CRIS MGT,STAFF,M       1945 2215 JAMES 1112 (Class),Main,,3,12,0,0,0,12,0,0,0,36
20887,COUN,26451, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,TRAUMA INFORMED PRAC SOC EMOT,STAFF,   ,Online,,3,25,0,0,0,25,0,0,0,
20888,COUN,26452, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,NEURODIVERSE LRN SOC EMOT DEV,STAFF,   ,Online,,3,24,0,0,0,24,0,0,0,
20889,COUN,26453, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,PROMO SELF-CRE  WELLNESS STGS,STAFF,   ,Online,,3,24,0,0,0,24,0,0,0,
20890,COUN,26509,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,GROUP COUNSEL IN ED SETTNG,"Wang, Peng",T       1945 2215 JAMES 1112 (Class),Main,,3,12,0,0,0,12,0,0,0,36
20891,COUN,26509,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,GROUP COUNSEL IN ED SETTNG,"Ieva, Kara Pauline",M       1700 1930 JAMES 1112 (Class),Main,,3,12,0,0,0,12,0,0,0,36
20898,COUN,26520,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,DESGN  COORD DEV COUN PRO,"Wang, Peng",R       1700 1930 JAMES 2095 (Class),Main,,3,12,0,0,0,12,0,0,0,16
20926,COUN,26524,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,ASSESS APPRAIS PROC COUN ED ST,"Robertson, Adrianne",M       1700 1930 JAMES 3102 (Class),Main,,3,12,0,0,0,12,0,0,0,30
20928,COUN,26525,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,MULTCULT COUN ADVCY ED STTNGS,"Wilson-Hill, Zalphia A",W       1700 1930 JAMES 1112 (Class),Main,,3,12,0,0,0,12,0,0,0,36
20929,COUN,26526,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INDIV COUNSELING PROC,"Wilson-Hill, Zalphia A",T       1700 1930 JAMES 1112 (Class),Main,,3,12,0,0,0,12,0,0,0,36
24362,COUN,26526,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,INDIV COUNSELING PROC,"Wilson-Hill, Zalphia A",M       1700 1930 JAMES 2094 (Class),Main,,3,12,0,0,0,12,0,0,0,16
20933,COUN,26527,  1,"Full Term ... 
21-JAN to 09-MAY",Day,PRACT COUNSEL IN ED SETTINGS,"Ieva, Kara Pauline",M       1400 1630 JAMES 1112 (Class),Main,,3,10,0,0,0,10,0,0,0,36
20934,COUN,26527,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,PRACT COUNSEL IN ED SETTINGS,"Wang, Peng",T       1700 1930 JAMES 3102 (Class),Main,,3,10,0,0,0,10,0,0,0,30
20936,COUN,26582,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,CAREER COUNSEL IN ED SETTNG,STAFF,W       1700 1930 JAMES 3102 (Class),Main,,3,12,0,0,0,12,0,0,0,30
20950,COUN,26597,  1,"Full Term ... 
21-JAN to 09-MAY",Online,INTERV'N/REF'L SVC/SCH COMM,"Chinnici-Heyel, Gabrielle Mari",   ,Online,,3,12,0,0,0,12,0,0,0,
20959,COUN,26601,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRNSHP COUNSEL IN ED STTGS,"Robertson, Adrianne",M       1945 2215 JAMES 3109 (Class),Main,,3,12,0,0,0,12,0,0,0,36
20960,COUN,26601,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRNSHP COUNSEL IN ED STTGS,"Wang, Peng",M       1945 2215 JAMES 3102 (Class),Main,,3,12,0,0,0,12,0,0,0,30
20962,COUN,26650,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,MNTL HLTH AWARE/EMOT CRISIS,STAFF,M       1945 2215 JAMES 3112 (Class),Main,,3,12,0,0,0,12,0,0,0,30
20964,COUN,26651, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,TRAUMA INFORM PRACT SOC/EMOT,STAFF,   ,Online,,3,24,0,0,0,24,0,0,0,
20965,COUN,26652, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,NEURODIVERSE LRN SOC EMOT DEV,"Ieva, Kara Pauline",   ,Online,,3,24,0,0,0,24,0,0,0,
20967,COUN,26653, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,PROMO SELF-CARE AND WELLNESS,STAFF,   ,Online,,3,24,0,0,0,24,0,0,0,
22168,CS,00100,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"COMP SCI LEARNING COMMUNITY3+1 Students Only.
","Poolos, Kimberly Rose",   ,Main,,1,20,0,0,0,20,50,0,50,
22169,CS,00100,  2,"Full Term ... 
21-JAN to 09-MAY",Day,COMP SCI LEARNING COMMUNITY,"Fischetti, Jessica Lee",M       1100 1215 ROBSON 121 (Class),Main,,1,65,0,0,0,65,50,0,50,65
22170,CS,00100,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,COMP SCI LEARNING COMMUNITY,"Ferrara, Jill T",M       1700 1815 JAMES 3114 (Class),Main,,1,65,0,0,0,65,50,0,50,68
22171,CS,00500,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,"COMPUTER SCIENCE GRADUATE SEMMSCS  MS Cyber students only.
","Schillo, Michael B.",T       1700 1750 JAMES 3114 (Class),Main,,1,68,0,0,0,68,0,0,0,68
23939,CS,00500,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,"COMPUTER SCIENCE GRADUATE SEMMSDS students only.
","Myers, Jack F",T       1400 1450 ROBSON 121 (Class),Main,,1,65,0,0,0,65,0,0,0,65
22172,CS,01101,  1,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTER SCIENCE PRINCIPLES,"Swift, Adam R",   ,Online,,3,35,0,0,0,35,50,0,50,
22173,CS,01101,  2,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTER SCIENCE PRINCIPLES,STAFF,   ,Online,,3,35,0,0,0,35,50,0,50,
22174,CS,01101,  3,"Full Term ... 
21-JAN to 09-MAY",Day,COMPUTER SCIENCE PRINCIPLES,"Smith, Howard R",MW      1230 1345 ROBSON 312 (Class),Main,,3,27,0,0,0,27,50,0,50,27
22175,CS,01104,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO PROG/PROB SLV:C#,"Epler, Robert Michael","T       1830 1945 ROBSON 325 (Class)
T       2000 2115 ROBSON 325 (Class)",Main,,3,27,0,0,0,27,50,0,50,27
22194,CS,01104,  2,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO PROG/PROB SLV:JAVA,"Basu, Shuba",TR      0800 0915 BUNCE 156 (Class),Main,,3,31,0,0,0,31,50,0,50,31
22195,CS,01104,  3,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO PROG/PROB SLV:JAVA,"Basu, Shuba",TR      0930 1045 BUNCE 156 (Class),Main,,3,31,0,0,0,31,50,0,50,31
22196,CS,01104,  4,"Full Term ... 
21-JAN to 09-MAY",Online,INTRO PROG/PROB SLV:JAVA,"Auriemma, Thomas Henry",   ,Online,,3,0,0,0,0,0,0,0,0,
22198,CS,01104,  5,"Full Term ... 
21-JAN to 09-MAY",Online,INTRO PROG/PROB SLV:JAVA,"McMillan, Quadii Kareem",   ,Online,,3,0,0,0,0,0,0,0,0,
22200,CS,01104,  6,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO PROG/PROB SLV:PYTHON,"Lueder, Nikkoli Theodore",TR      1530 1645 JAMES 2113 (Class),Main,,3,28,0,0,0,28,50,0,50,28
22202,CS,01104,  7,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO PROG/PROB SLV:PYTHON,"Lueder, Nikkoli Theodore",TR      1700 1815 JAMES 2113 (Class),Main,,3,28,0,0,0,28,50,0,50,28
22208,CS,01104,  8,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO PROG/PROB SLV:PYTHON,"Garron, Harold John","T       1830 1945 BUNCE 156 (Class)
T       2000 2115 BUNCE 156 (Class)",Main,,3,31,0,0,0,31,50,0,50,31
22209,CS,01104,  9,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO PROG/PROB SLV:PYTHON,"Zeits, Mark A","R       1830 1945 BUNCE 156 (Class)
R       2000 2115 BUNCE 156 (Class)",Main,,3,31,0,0,0,31,50,0,50,31
22211,CS,01104, 10,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO PROG/PROB SLV:PYTHON,"Kairamkonda, Tarun Teja","M       1830 1945 ROBSON 325 (Class)
M       2000 2115 ROBSON 325 (Class)",Main,,3,27,0,0,0,27,50,0,50,27
22212,CS,01104, 11,"Full Term ... 
21-JAN to 09-MAY",Online,INTRO PROG/PROB SLV:PYTHON,"Lafferty, Melissa Lee",   ,Online,,3,35,0,0,0,35,50,0,50,
22215,CS,01110,  1,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTING ENVIRONMENTS,"DiGialleonardo, Janice J",   ,Online,,3,35,0,0,0,35,50,0,50,
22216,CS,01110,  2,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTING ENVIRONMENTS,"DiGialleonardo, Janice J",   ,Online,,3,35,0,0,0,35,50,0,50,
22218,CS,01110,  3,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTING ENVIRONMENTS,"Dougherty, William E",   ,Online,,3,35,0,0,0,35,50,0,50,
22220,CS,01110,  4,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTING ENVIRONMENTS,"Dougherty, William E",   ,Online,,3,35,0,0,0,35,50,0,50,
22221,CS,01110,  5,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTING ENVIRONMENTS,"Amberths, Jasmine",   ,Online,,3,35,0,0,0,35,50,0,50,
22223,CS,01110,  6,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTING ENVIRONMENTS,"Barnes, Karen Denise",   ,Online,,3,35,0,0,0,35,50,0,50,
22224,CS,01110,  7,"Full Term ... 
21-JAN to 09-MAY",Online,COMPUTING ENVIRONMENTS,"Amberths, Jasmine",   ,Online,,3,35,0,0,0,35,50,0,50,
22225,CS,01211,  1,"Full Term ... 
21-JAN to 09-MAY",Online,PRINC OF INFORMATION SECURITY,"Gonzalez, Gilbert E.",   ,Online,,3,35,0,0,0,35,50,0,50,
22226,CS,01395,  1,"Full Term ... 
21-JAN to 09-MAY",Day,TPCS IN CS: ADV COMP TECH,"McKee, Patrick M
Green, Brian Christopher
Myers, Jack F
",MW      1400 1515 ROBSON 211 (Class),Main,,3,30,0,0,0,30,50,0,50,48
22247,CS,01501,  1,"Full Term ... 
21-JAN to 09-MAY",Online,ESSENTIALS OF COMPUTER SCI I,"Petit, Thierry",   ,Online,,3,35,0,0,0,35,0,0,0,
22249,CS,01501,  2,"Full Term ... 
21-JAN to 09-MAY",Online,ESSENTIALS OF COMPUTER SCI I,"Petit, Thierry",   ,Online,,3,0,0,0,0,0,0,0,0,
22251,CS,01502,  1,"Full Term ... 
21-JAN to 09-MAY",Online,ESSENTIALS OF COMPUTER SCI II,"Romero, Fernando",   ,Online,,3,35,0,0,0,35,0,0,0,
22252,CS,01502,  2,"Full Term ... 
21-JAN to 09-MAY",Online,ESSENTIALS OF COMPUTER SCI II,"Romero, Fernando",   ,Online,,3,0,0,0,0,0,0,0,0,
22256,CS,02370,  1,"Full Term ... 
21-JAN to 09-MAY",Day,INTRO TO INFO VISUALIZATION,"Sun, Bo",TR      1100 1215 ROBSON 323 (Class),Main,,3,30,0,0,0,30,50,0,50,30
22258,CS,02421,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,BIG DATA TOOLS AND TECHNIQUES,"Chandrasekaran, Ganesh","T       1830 1945 ROBSON 211 (Class)
T       2000 2115 ROBSON 211 (Class)",Main,,3,15,0,0,0,15,50,0,50,48*
22292,CS,02435,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,DATABASE SYS:THEORY  PROGM,"Boccaleri, Dominic Alexander","M       1830 1945 WILSON 206 (Class)
M       2000 2115 WILSON 206 (Class)",Main,,3,24,0,0,0,24,50,0,50,24
22295,CS,02435,  2,"Full Term ... 
21-JAN to 09-MAY",Day,DATABASE SYS:THEORY  PROGM,"Kniaz, David A","W       1100 1215 ROBSON 302 (Class)
W       1230 1345 ROBSON 302 (Class)",Main,,3,30,0,0,0,30,50,0,50,48
22297,CS,02440,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,DATA WAREHOUSING,"Leonchuck, Michael Blaise","M       1830 1945 ROBSON 121 (Class)
M       2000 2115 ROBSON 121 (Class)",Main,,3,20,0,0,0,20,50,0,50,65*
22301,CS,02480,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRODUCTION TO DATA MINING,"Witkowski, Jonathan","R       1830 1945 ROBSON 323 (Class)
R       2000 2115 ROBSON 323 (Class)",Main,,3,30,0,0,0,30,50,0,50,30
22303,CS,02505,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,DATA MINING I,"Vijayakumar, Bharathwaj","T       1830 1945 ROBSON 306 (Class)
T       2000 2115 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22262,CS,02516,  1,"Full Term ... 
21-JAN to 09-MAY",Day,BIG DATA TOOLS AND TECHNIQUES,"Kokalj-Filipovic, Silvija","T       0930 1045 ROBSON 306 (Class)
T       1100 1215 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22263,CS,02516,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,BIG DATA TOOLS AND TECHNIQUES,"Chandrasekaran, Ganesh","T       1830 1945 ROBSON 211 (Class)
T       2000 2115 ROBSON 211 (Class)",Main,,3,15,0,0,0,15,0,0,0,48*
22305,CS,02530,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV DATABASE SYS:THEORY/PRO,"Burns, Edward Ewing","M       1830 1945 ROWAN 117 (Class)
M       2000 2115 ROWAN 117 (Class)",Main,,3,30,0,0,0,30,0,0,0,116
22306,CS,02530,  2,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV DATABASE SYS:THEORY/PRO,"Masterson, John J","T       1830 1945 ENTPRZ 517 (Class)
T       2000 2115 ENTPRZ 517 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
24354,CS,02530,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV DATABASE SYS:THEORY/PRO,"Burns, Edward Ewing","W       1830 1945 BUNCE 156 (Class)
W       2000 2115 BUNCE 156 (Class)",Main,,3,31,0,0,0,31,0,0,0,31
22309,CS,02605,  1,"Full Term ... 
21-JAN to 09-MAY",Day,DATA MINING II,"Breitzman, Anthony F","M       1530 1645 ROBSON 207 (Class)
M       1700 1815 ROBSON 207 (Class)",Main,,3,30,0,0,0,30,0,0,0,36
22299,CS,02620,  1,"Full Term ... 
21-JAN to 09-MAY",Day,DATA WAREHOUSING,"Breitzman, Anthony F","W       1230 1345 ROBSON 306 (Class)
W       1400 1515 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22300,CS,02620,  2,"Full Term ... 
21-JAN to 09-MAY",Day,DATA WAREHOUSING,"Leonchuck, Michael Blaise","M       1830 1945 ROBSON 121 (Class)
M       2000 2115 ROBSON 121 (Class)",Main,,3,0,0,0,0,0,0,0,0,65*
22310,CS,02630,  1,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TOPICS IN DATABASE SYSTEMS,"Kniaz, David A","W       1530 1645 ROBSON 306 (Class)
W       1700 1815 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22313,CS,02630,  2,"Full Term ... 
21-JAN to 09-MAY",Day,ADV TOPICS IN DATABASE SYSTEMS,"Myers, Jack F","R       1230 1345 ROBSON 306 (Class)
R       1400 1515 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22315,CS,03351,  1,"Full Term ... 
21-JAN to 09-MAY",Day,"CYBER SEC: FUND, PRIN AND APPS","Stinchcombe, Fred",TR      1400 1515 ROBSON 211 (Class),Main,,3,30,0,0,0,30,50,0,50,48
22316,CS,03351,  2,"Full Term ... 
21-JAN to 09-MAY",Day,"CYBER SEC: FUND, PRIN AND APPS","Stinchcombe, Fred",TR      1530 1645 ROBSON 211 (Class),Main,,3,30,0,0,0,30,50,0,50,48
22327,CS,03351,  3,"Full Term ... 
21-JAN to 09-MAY",Evening,"CYBER SEC: FUND, PRIN AND APPS","Vitale, Russell","M       1830 1945 ROBSON 323 (Class)
M       2000 2115 ROBSON 323 (Class)",Main,,3,30,0,0,0,30,50,0,50,30
22328,CS,03351,  4,"Full Term ... 
21-JAN to 09-MAY",Evening,"CYBER SEC: FUND, PRIN AND APPS","Vitale, Russell","T       1830 1945 ROBSON 323 (Class)
T       2000 2115 ROBSON 323 (Class)",Main,,3,30,0,0,0,30,50,0,50,30
22331,CS,03355,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,"CYBERSEC MGMT, POLICY,  RISK","Tarabah, Sally","M       1830 1945 ROBSON 207 (Class)
M       2000 2115 ROBSON 207 (Class)",Main,,3,30,0,0,0,30,50,0,50,36
24355,CS,03440,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,CLOUD COMPUT  INTERNET THINGS,"Rukon, Md Muzibur Rahman","R       1830 1945 ENTPRZ 517 (Class)
R       2000 2115 ENTPRZ 517 (Class)",Main,,3,15,0,0,0,15,50,0,50,40*
22332,CS,03500,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,FOUNDATIONS OF CYBERSECURITY,"Davie, Michael S","M       1830 1945 JAMES 3114 (Class)
M       2000 2115 JAMES 3114 (Class)",Main,,3,68,0,0,0,68,0,0,0,68
22342,CS,03506,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,CYBERSECURITY MGT/POLICY/RISK,"Tarabah, Sally","R       1830 1945 ROBSON 306 (Class)
R       2000 2115 ROBSON 306 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
22347,CS,03551,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,ADV CYBER SEC: PRINC AND APPS,"Campbell, Kevin L","W       1830 1945 ROBSON 121 (Class)
W       2000 2115 ROBSON 121 (Class)",Main,,3,30,0,0,0,30,0,0,0,65
22348,CS,03551,  2,"Full Term ... 
21-JAN to 09-MAY",Online,ADV CYBER SEC: PRINC AND APPS,"Patterson, Scott",   ,Online,,3,0,0,0,0,0,0,0,0,
